,pop_id,year,authors,journal,title,type,filepath
394,394,2018,"Stone, Christodoulaki",Nations and Nationalism,Nebulous nationalism: Walker Connor in an era of rising populism,article,"Nations and Nationalism/2018 - Stone, Christodoulaki - Nebulous nationalism  Walker Connor in an era of rising populism.pdf"
395,395,2019,Bonikowski et al.,Nations and Nationalism,Populism and nationalism in a comparative perspective: a scholarly exchange,article,Nations and Nationalism/2019 - Bonikowski et al. - Populism and nationalism in a comparative perspective  a scholarly exchange.pdf
396,396,2019,Breuilly et al.,Nations and Nationalism,Editorial,editorial,Nations and Nationalism/2019 - Breuilly et al. - Editorial.pdf
397,397,2019,Brubaker,Nations and Nationalism,Populism and nationalism,article,Nations and Nationalism/2019 - Brubaker - Populism and nationalism.pdf
398,398,2020,"De Cleen, Stavrakakis",Nations and Nationalism,How should we analyze the connections between populism and nationalism: A response to Rogers rubaker,article,"Nations and Nationalism/2020 - De Cleen, Stavrakakis - How should we analyze the connections between populism and nationalism  A.pdf"
399,399,2013,"Rupnik, Zielonka",East European Politics and Societies,Introduction: The State of Democracy 20 Years on: Domestic and External Factors,article,"East European Politics and Societies/2013 - Rupnik, Zielonka - Introduction_The State of Democracy 20 Years on_Domestic and External Factors.pdf"
400,400,2014,Tismaneanu,East European Politics and Societies,Understanding 1989: The Revolutionary Tradition Revisited,article,East European Politics and Societies/2014 - Tismaneanu - Understanding 1989_The Revolutionary Tradition Revisited.pdf
401,401,2017,Buzalka,East European Politics and Societies,Post-peasant Memories Populist or Communist Nostalgia,article,East European Politics and Societies/2017 - Buzalka - Post-peasant Memories_Populist or Communist Nostalgia.pdf
402,402,2018,Stanley,East European Politics and Societies,A New Populist Divide? Correspondences of Supply and Demand in the 2015 Polish Parliamentary Elections,article,East European Politics and Societies/2018 - Stanley - A New Populist Divide_Correspondences of Supply and Demand in the 2015 Polish Parliamentary Elections.pdf
403,403,2019,"Kotwas, Kubik",East European Politics and Societies,Symbolic Thickening of Public Culture and the Rise of Right-Wing Populism in Poland,article,"East European Politics and Societies/2019 - Kotwas, Kubik - Symbolic Thickening of Public Culture and the Rise of Right-Wing Populism in Poland.pdf"
404,404,2019,Lewis,East European Politics and Societies,Introduction: Poland’s Wars of Symbols,article,East European Politics and Societies/2019 - Lewis - Introduction_Poland’s Wars of Symbols.pdf
405,405,2019,Van Eeden,East European Politics and Societies,"Discover, Instrumentalize, Monopolize: Fidesz’s Three-Step Blueprint for a Populist Take-over of Referendums",article,"East European Politics and Societies/2019 - Van Eeden - Discover, Instrumentalize, Monopolize_Fidesz’s Three-Step Blueprint for a Populist Take-over of Referendums.pdf"
406,406,2020,Bernhard et al.,East European Politics and Societies,Weasel Words and the Analysis of “Postcommunist” Politics: A Symposium,article,East European Politics and Societies/2020 - Bernhard et al. - Weasel Words and the Analysis of “Postcommunist” Politics_A Symposium.pdf
407,407,2020,"Petrova, Inglot",East European Politics and Societies,Introduction: Politics and Current Challenges of Demography in Central and Eastern Europe,article,"East European Politics and Societies/2020 - Petrova, Inglot - Introduction_Politics and Current Challenges of Demography in Central and Eastern Europe.pdf"
408,408,2020,Waterbury,East European Politics and Societies,"Populist Nationalism and the Challenges of Divided Nationhood: The Politics of Migration, Mobility, and Demography in Post-2010 Hungary",article,"East European Politics and Societies/2020 - Waterbury -Populist Nationalism and the Challenges of Divided Nationhood_The Politics of Migration, Mobility, and Demography in Post-2010 Hungary.pdf"
409,409,2012,Kuzio,Journal of Contemporary European Studies,Democratic Revolutions from a Different Angle: Social Populism and National Identity in Ukraine's 2004 Orange Revolution,article,Journal of Contemporary European Studies/2012 - Kuzio - Democratic Revolutions from a Different Angle Social Populism and National Identity in Ukraine s 2004 Orange Revolution.pdf
410,410,2013,"Fella, Ruzza",Journal of Contemporary European Studies,Populism and the Fall of the Centre-Right in Italy: The End of the Berlusconi Model or a New Beginning?,article,"Journal of Contemporary European Studies/2013 -  Fella, Ruzza - Populism and the Fall of the Centre Right in Italy The End of the Berlusconi Model or a New Beginning.pdf"
411,411,2013,Bale,Journal of Contemporary European Studies,More and More Restrictive—But Not Always Populist: Explaining Variation in the British Conservative Party's Stance on Immigration and Asylum,article,Journal of Contemporary European Studies/2013 - Bale - More and More Restrictive But Not Always Populist Explaining Variation in the British Conservative Party s Stance on Immigration and Asylum.pdf
412,412,2017,MacMillan,Journal of Contemporary European Studies,"Welcome to the carnival? Podemos, populism and Bakhtin’s carnivalesque",article,Journal of Contemporary European Studies/2017 - MacMillan - Welcome to the carnival Podemos populism and Bakhtin s carnivalesque.pdf
413,413,2018,"Sola, Rendueles",Journal of Contemporary European Studies,"Podemos, the upheaval of Spanish politics and the challenge of populism",article,"Journal of Contemporary European Studies/2018 -  Sola, Rendueles - Podemos the upheaval of Spanish politics and the challenge of populism.pdf"
414,414,2018,MacMillan,Journal of Contemporary European Studies,Reversing the Myth? Dystopian narratives of the EU in UKIP and front national discourse,article,Journal of Contemporary European Studies/2018 - MacMillan - Reversing the Myth Dystopian narratives of the EU in UKIP and front national discourse.pdf
415,415,2018,Palonen,Journal of Contemporary European Studies,Performing the nation: the Janus-faced populist foundations of illiberalism in Hungary,article,Journal of Contemporary European Studies/2018 - Palonen - Performing the nation the Janus faced populist foundations of illiberalism in Hungary.pdf
416,416,2018,Pirro,Journal of Contemporary European Studies,The polyvalent populism of the 5 Star Movement,article,Journal of Contemporary European Studies/2018 - Pirro - The polyvalent populism of the 5 Star Movement.pdf
417,417,2019,Ribera Payá,Journal of Contemporary European Studies,Measuring Populism in Spain: content and discourse analysis of Spanish Political Parties,article,Journal of Contemporary European Studies/2019 - Ribera Payá - Measuring Populism in Spain content and discourse analysis of Spanish Political Parties.pdf
418,418,2019,Yilmaz,Journal of Contemporary European Studies,Post-truth politics in the 2017 Euro-Turkish crisis,article,Journal of Contemporary European Studies/2019 - Yilmaz - Post truth politics in the 2017 Euro Turkish crisis.pdf
419,419,2020,Diesen,Journal of Contemporary European Studies,Russia as an international conservative power: the rise of the right-wing populists and their affinity towards Russia,article,Journal of Contemporary European Studies/2020 - Diesen - Russia as an international conservative power the rise of the right wing populists and their affinity towards Russia.pdf
420,420,2020,Vampa,Journal of Contemporary European Studies,Competing forms of populism and territorial politics: the cases of Vox and Podemos in Spain,article,Journal of Contemporary European Studies/2020 - Vampa - Competing forms of populism and territorial politics the cases of Vox and Podemos in Spain.pdf
421,421,2014,van Kessel,Journal of Political Ideologies,The populist cat-dog: applying the concept of populism to contemporary European party systems,article,Journal of Political Ideologies/2014 -  van Kessel - The populist cat dog applying the concept of populism to contemporary European party systems.pdf
422,422,2014,"Stavrakakis, Katsambekis",Journal of Political Ideologies,Left-wing populism in the European periphery: the case of SYRIZA,article,"Journal of Political Ideologies/2014 - Stavrakakis, Katsambekis - Left wing populism in the European periphery the case of SYRIZA.pdf"
423,423,2015,Filc,Journal of Political Ideologies,Latin American inclusive and European exclusionary populism: colonialism as an explanation,article,Journal of Political Ideologies/2015 - Filc - Latin American inclusive and European exclusionary populism colonialism as an explanation.pdf
424,424,2015,Poblete,Journal of Political Ideologies,How to assess populist discourse through three current approaches,article,Journal of Political Ideologies/2015 - Poblete - How to assess populist discourse through three current approaches.pdf
425,425,2016,de la Torre,Journal of Political Ideologies,Populism and the politics of the extraordinary in Latin America,article,Journal of Political Ideologies/2016 - de la Torre - Populism and the politics of the extraordinary in Latin America.pdf
426,426,2016,Enyedi,Journal of Political Ideologies,Paternalist populism and illiberal elitism in Central Europe,article,Journal of Political Ideologies/2016 - Enyedi - Paternalist populism and illiberal elitism in Central Europe.pdf
427,427,2016,Kioupkiolis,Journal of Political Ideologies,Podemos: the ambiguous promises of left-wing populism in contemporary Spain,article,Journal of Political Ideologies/2016 - Kioupkiolis - Podemos the ambiguous promises of left wing populism in contemporary Spain.pdf
428,428,2017,Kenny,Journal of Political Ideologies,Back to the populist future?: understanding nostalgia in contemporary ideological discourse,article,Journal of Political Ideologies/2017 -  Kenny - Back to the populist future understanding nostalgia in contemporary ideological discourse.pdf
429,429,2017,Johnson,Journal of Political Ideologies,In search of a leftist democratic imaginary: what can theories of populism tell us?,article,Journal of Political Ideologies/2017 - Johnson - In search of a leftist democratic imaginary what can theories of populism tell us.pdf
430,430,2018,Elmgren,Journal of Political Ideologies,The double-edged sword: the political appropriation of the concept of populism,article,Journal of Political Ideologies/2018 - Elmgren - The double edged sword the political appropriation of the concept of populism.pdf
431,431,2019,Laycock,Journal of Political Ideologies,"Tax revolts, direct democracy and representation: populist politics in the US and Canada",article,Journal of Political Ideologies/2019 - Laycock - Tax revolts direct democracy and representation populist politics in the US and Canada.pdf
432,432,2020,"Dean, Maiguashca",Journal of Political Ideologies,Did somebody say populism? Towards a renewal and reorientation of populism studies,article,"Journal of Political Ideologies/2020 - Dean, Maiguashca - Did somebody say populism Towards a renewal and reorientation of populism studies.pdf"
433,433,2020,"Drolet, Williams",Journal of Political Ideologies,America first: paleoconservatism and the ideological struggle for the American right,article,"Journal of Political Ideologies/2020 - Drolet, Williams - America first paleoconservatism and the ideological struggle for the American right.pdf"
434,434,2020,Göpffarth,Journal of Political Ideologies,Rethinking the German nation as German Dasein: intellectuals and Heidegger’s philosophy in contemporary German New Right nationalism,article,Journal of Political Ideologies/2020 - Göpffarth - Rethinking the German nation as German Dasein intellectuals and Heidegger s philosophy in contemporary German New Right nationalism.pdf
435,435,2020,Sørensen,Journal of Political Ideologies,Right-wing Euroscepticism and populism: investigating the concept of ‘the people’,article,Journal of Political Ideologies/2020 - Sørensen - Right wing Euroscepticism and populism investigating the concept of the people.pdf
436,436,2012,Vatter,Contemporary Political Theory,The quarrel between populism and republicanis,article,Contemporary Political Theory/2012 - Vatter - The quarrel between populism and republicanism_Machiavelli and the antinomies of plebeian politics.pdf
437,437,2018,Stavrakakis et al.,Contemporary Political Theory,"Populism, anti-populism and crisis",article,"Contemporary Political Theory/2018 - Stavrakakis et al. - Populism, anti-populism and crisis.pdf"
438,438,2020,Kim,Contemporary Political Theory,"Radical democracy and left populism after the squares: ‘Social Movement’ (Ukraine), Podemos (Spain), and the question of organization",article,"Contemporary Political Theory/2020 - Kim - Radical democracy and left populism after the squares_‘Social Movement’ (Ukraine), Podemos (Spain), and the question of organization.pdf"
439,439,2020,Peetz,Contemporary Political Theory,Legitimacy as a zero-sum game: Presidential populism and the performative success of the unauthorized outsider,article,Contemporary Political Theory/2020 - Peetz - Legitimacy as a zero-sum game_Presidential populism and the performative success of the unauthorized outsider.pdf
440,440,2018,von Holdt,Review of African Political Economy,South Africa: the transition to violent democracy,article,Review of African Political Economy/2013 - von Holdt - South Africa the transition to violent democracy.pdf
441,441,2013,Melber,Review of African Political Economy,Populism in Southern Africa under liberation movements as governments,article,Review of African Political Economy/2018 - Melber - Populism in Southern Africa under liberation movements as governments.pdf
442,442,2020,Hix,Irish Political Studies,Remaking democracy: Ireland as a role-model the 2019 Peter Mair lecture,article,Irish Political Studies/2020 - Hix - Remaking democracy Ireland as a role-model the 2019 Peter Mair lecture.pdf
443,443,2019,Young et al.,Social Science Quarterly,Explaining Trump’s Popular Support: Validation of a Nativism Index,article,Social Science Quarterly/2019 - Young et al. - Explaining Trump s Popular Support  Validation of a Nativism Index.pdf
444,444,2020,"Guan, Yang",Social Science Quarterly,Diversifying Conspiracy Beliefs and Populist Ideologies in the Chinese Context,article,"Social Science Quarterly/2020 - Guan, Yang - Diversifying Conspiracy Beliefs and Populist Ideologies in the Chinese Context.pdf"
445,445,2019,Patapan,Canadian Journal of Political Science/Revue canadienne de science politique,On Populists and Demagogues,article,Canadian Journal of Political Science Revue canadienne de science politique/2019 - Patapan - On Populists and Demagogues.pdf
446,446,2014,Wear,Australian Journal of Political Science,Astroturf and populism in Australia: The Convoy of No Confidence,article,Australian Journal of Political Science/2014 - Wear - Astroturf and populism in Australia The Convoy of No Confidence.pdf
447,447,2019,Maddox,Australian Journal of Political Science,"Karl Loewenstein, Max Lerner, and militant democracy: an appeal to ‘strong democracy",article,Australian Journal of Political Science/2019 - Maggox - Karl Loewenstein Max Lerner and militant democracy an appeal to strong democracy.pdf
448,448,2012,"Crozier, Little",Australian Journal of Political Science,Democratic Voice: Popular Sovereignty in Conditions of Pluralisation,article,"Australian Journal of Political Science/2012 - Crozier, Little - Democratic Voice Popular Sovereignty in Conditions of Pluralisation.pdf"
449,449,2020,"Head, Banerjee",Australian Journal of Political Science,Policy expertise and use of evidence in a populist era,article,"Australian Journal of Political Science/2020 - Head, Banerjee - Policy expertise and use of evidence in a populist era.pdf"
450,450,2011,Motta,Latin American Perspectives,Populism’s Achilles’ Heel: Popular Democracy beyond the Liberal State and the Market Economy in Venezuela,article,Latin American Perspectives/2011 - Motta - Populism’s Achilles’ Heel.pdf
451,451,2013,Becker,Latin American Perspectives,The Stormy Relations between Rafael Correa and Social Movements in Ecuador,article,Latin American Perspectives/2013 - Becker - The Stormy Relations between Rafael Correa and Social Movements in Ecuador.pdf
452,452,2014,Brading,Latin American Perspectives,From Passive to Radical Revolution in Venezuela’s Populist Project,article,Latin American Perspectives/2014 - Brading - From Passive to Radical Revolution in Venezuela’s Populist Project.pdf
453,453,2018,"Becerra, Wagner",Latin American Perspectives,Crisis of Representation and New Media Policies in Latin America,article,"Latin American Perspectives/2018 - Becerra, Wagner - Crisis of Representation and New Media Policies in Latin America.pdf"
454,454,2018,Goldstein,Latin American Perspectives,The Press and Classical Populism in Argentina and Brazil,article,Latin American Perspectives/2018 - Goldstein - The Press and Classical Populism in Argentina and Brazil.pdf
455,455,2019,Ellner,Latin American Perspectives,Class Strategies in Chavista Venezuela: Pragmatic and Populist Policies in a Broader Context,article,Latin American Perspectives/2019 - Ellner - Class Strategies in Chavista Venezuela_Pragmatic and Populist Policies in a Broader Context.pdf
456,456,2020,Boito,Latin American Perspectives,"Lulism, Populism, and Bonapartism",article,"Latin American Perspectives/2020 - Boito - Lulism, Populism, and Bonapartism.pdf"
457,457,2020,Monedero,Latin American Perspectives,"Postdemocracy, Postpolitics, and Populism: Fresh Political Thinking and Podemos",article,"Latin American Perspectives/2020 - Monedero - Postdemocracy, Postpolitics, and Populism.pdf"
458,458,2011,Stanley,Communist and Post-Communist Studies,"Populism, nationalism, or national populism? An analysis of Slovak voting behaviour at the 2010 parliamentary election",article,"Communist and Post-Communist Studies/2011 - Stanley - Populism, nationalism, or national populism_An analysis of Slovak voting behaviour at the 2010 parliamentary election.pdf"
459,459,2012,Worger,Communist and Post-Communist Studies,A mad crowd: Skinhead youth and the rise of nationalism in post-communist Russia,article,Communist and Post-Communist Studies/2012 - Worger - A mad crowd_Skinhead youth and the rise of nationalism in post-communist Russia.pdf
460,460,2016,"Kluknavská, Smolík",Communist and Post-Communist Studies,We hate them all? Issue adaptation of extreme right parties in Slovakia 1993-2016,article,"Communist and Post-Communist Studies/2016 - Kluknavská, Smolík - We hate them all. Issue adaptation of extreme right parties in Slovakia 1993-2016.pdf"
462,462,2015,Dostal,The Political Quarterly,The Pegida Movement and German Political Culture: Is Right-Wing Populism Here to Stay?,article,The Political Quarterly/2015 - Dostal - The Pegida Movement and German Political Culture  Is Right‐Wing Populism Here to Stay.pdf
463,463,2016,Bogdanor,The Political Quarterly,The British General Election of 2015 and the Rise of the Meritocracy,article,The Political Quarterly/2016 - Bogdanor - The British General Election of 2015 and the Rise of the Meritocracy.pdf
464,464,2016,Crouch,The Political Quarterly,"The March Towards Post-Democracy, Ten Years On",article,The Political Quarterly/2016 - Crouch - The March Towards Post‐Democracy  Ten Years On.pdf
465,465,2017,Hain,The Political Quarterly,Signposts to the 2020s,article,The Political Quarterly/2017 - Hain - Signposts to the 2020s.pdf
466,466,2017,Katsambekis,The Political Quarterly,The Populist Surge in Post-Democratic Times: Theoretical and Political Challenges,article,The Political Quarterly/2017 - Katsambekis - The Populist Surge in Post‐Democratic Times  Theoretical and Political Challenges.pdf
467,467,2017,Yarrow,The Political Quarterly,Progressive Responses to Populism: A Polanyian Critique of Liberal Discourse,article,The Political Quarterly/2017 - Yarrow - Progressive Responses to Populism  A Polanyian Critique of Liberal Discourse.pdf
468,468,2018,Hampshire,The Political Quarterly,The Measure of a Nation,article,The Political Quarterly/2018 - Hampshire - The Measure of a Nation.pdf
469,469,2018,"Jacobson, Hough",The Political Quarterly,Missed Opportunities and New Risks: Penal Policy in England and Wales in the Past Twenty-Five Years,article,"The Political Quarterly/2018 - Jacobson, Hough - Missed Opportunities and New Risks  Penal Policy in England and Wales in the Past Twenty-Five Years.pdf"
470,470,2018,Richardson,The Political Quarterly,Brexit: The EU Policy-Making State Hits the Populist Buffers,article,The Political Quarterly/2018 - Richardson - Brexit  The EU Policy‐Making State Hits the Populist Buffers.pdf
471,471,2018,Sandbrook,The Political Quarterly,"‘Enoch Powell Speaks for Britain’: The Press, the Public and the Speech",article,The Political Quarterly/2018 - Sandbrook - Enoch Powell Speaks for Britain   The Press  the Public and the Speech.pdf
472,472,2019,"Dennison, Geddes",The Political Quarterly,A Rising Tide? The Salience of Immigration and the Rise of Anti-Immigration Political Parties in Western Europe,article,"The Political Quarterly/2019 - Dennison, Geddes - A Rising Tide  The Salience of Immigration and the Rise of Anti‐Immigration Political Parties in.pdf"
473,473,2019,Edwards,The Political Quarterly,"O, The Roast Beef of Old England! Brexit and Gastronationalism",article,The Political Quarterly/2019 - Edwards - O  The Roast Beef of Old England  Brexit and Gastronationalism.pdf
474,474,2019,Kassimeris,The Political Quarterly,Greek Everyman: Andreas Papandreou at 100,article,The Political Quarterly/2019 - Kassimeris - Greek Everyman  Andreas Papandreou at 100.pdf
475,475,2019,Nandy,The Political Quarterly,What the Age of Populism Means for Our Liberal Democracy,article,The Political Quarterly/2019 - Nandy - What the Age of Populism Means for Our Liberal Democracy.pdf
476,476,2020,"Civil, Himsworth",The Political Quarterly,Introduction: Meritocracy in Perspective. The Rise of the Meritocracy 60 Years On,article,"The Political Quarterly/2020 - Civil, Himsworth - Introduction  Meritocracy in Perspective The Rise of the Meritocracy 60 Years On.pdf"
477,477,2020,Jäger,The Political Quarterly,"Populists, Producers and the Politics of Rentiership",article,The Political Quarterly/2020 - Jäger - Populists  Producers and the Politics of Rentiership.pdf
478,478,2020,Pitts,The Political Quarterly,"The Multitude and the Machine: Productivism, Populism, Posthumanism",article,The Political Quarterly/2020 - Pitts - The Multitude and the Machine  Productivism  Populism  Posthumanism.pdf
479,479,2020,Semple,The Political Quarterly,Welfare-Consequentialism: A Vaccine for Populism?,article,The Political Quarterly/2020 - Semple - Welfare‐Consequentialism  A Vaccine for Populism.pdf
480,480,2020,Weisskircher,The Political Quarterly,The Strength of Far-Right AfD in Eastern Germany: The East-West Divide and the Multiple Causes behind ‘Populism’,article,The Political Quarterly/2020 - Weisskircher - The Strength of Far‐Right AfD in Eastern Germany  The East‐West Divide and the multiple causes behind populism.pdf
481,481,2020,"Zulianello, Ceccobelli",The Political Quarterly,Don’t Call it Climate Populism: On Greta Thunberg’s Technocratic Ecocentrism,article,"The Political Quarterly/2020 - Zulianello, Ceccobelli - Don t Call it Climate Populism  On Greta Thunberg s Technocratic Ecocentrism.pdf"
482,482,2019,Berman,Polity,"Populism is a Symptom Rather than a Cause: Democratic Disconnect, the Decline of the Center-Left, and the Rise of Populism in Western Europe",article,Polity/2019 - Berman - Populism is a Symptom Rather than a Cause.pdf
483,483,2019,Grant,Polity,Justifying Constituent Power in an Age of Populism,article,Polity/2019 - Grant - Justifying Constituent Power in an Age of Populism.pdf
484,484,2019,Grzymala-Busse,Polity,Conclusion: The Global Forces of Populism,article,Polity/2019 - Grzymala-Busse - Conclusion_The Global Forces of Populism.pdf
485,485,2019,Grzymala-Busse,Polity,How Populists Rule: The Consequences for Democratic Governance,article,Polity/2019 - Grzymala-Busse - How Populists Rule_The Consequences for Democratic Governance.pdf
486,486,2019,Grzymala-Busse,Polity,Introduciton,article,Polity/2019 - Grzymala-Busse - Introduction .pdf
487,487,2019,Lynch,Polity,"Populism, Partisan Convergence, and Mobilization in Western Europe",article,"Polity/2019 - Lynch - Populism, Partisan Convergence, and Mobilization.pdf"
488,488,2019,McNamara,Polity,When the Banal Becomes Political: The European Union in the Age of Populism,article,Polity/2019 - McNamara - When the Banal Becomes Political_The European Union in the Age of Populism .pdf
489,489,2019,Vachudova,Polity,From Competition to Polarization in Central Europe: How Populists Change Party Systems and the European Union,article,Polity/2019 - Vachudova - From Competition to Polarization in Central Europe_How Populists Change Party Systems and the European Union.pdf
490,490,2013,Zúquete,"Politics, Religion & Ideology",On Top of the Volcano: Missionary Politics in the Twenty-first Century,article,"Politics, Religion & Ideology/2013 - Zúquete - On Top of the Volcano Missionary Politics in the Twenty first Century.pdf"
491,491,2019,Shorten,"Politics, Religion & Ideology",Why Bad Books Matter: Past and Future Directions for Understanding Reactionary Ideology,article,"Politics, Religion & Ideology/2019 - Shorten - Why Bad Books Matter Past and Future Directions for Understanding Reactionary Ideology.pdf"
492,492,2020,Yabanci,"Politics, Religion & Ideology","Fuzzy Borders between Populism and Sacralized Politics: Mission, Leader, Community and Performance in ‘New’ Turkey",article,"Politics, Religion & Ideology/2020 - Yabanci - Fuzzy Borders between Populism and Sacralized Politics Mission Leader Community and Performance in New Turkey.pdf"
493,493,2019,Martin,Politische Vierteljahresschrift,Electoral Participation and Right Wing Authoritarian Success – Evidence from the 2017 Federal Elections in Germany,article,Politische Vierteljahresschrift/2019 - Martin - Electoral Participation and Right Wing Authoritarian Success – Evidence from the 2017 Federal Elections in Germany.pdf
494,494,2020,Kriesi,Politische Vierteljahresschrift,Is There a Crisis of Democracy in Europe?,article,Politische Vierteljahresschrift/2020 - Kriesi - Is There a Crisis of Democracy in Europe.pdf
495,495,2020,Schwander et al.,Politische Vierteljahresschrift,"Fighting Fire with Fire? Inequality, Populism and Voter Turnout",article,"Politische Vierteljahresschrift/2020 - Schwander et al. - Fighting Fire with Fire_Inequality, Populism and Voter Turnout.pdf"
496,496,2015,Bray,Historical Materialism Research in Critical Marxist Theory,Rearticulating Contemporary Populism,article,Historical Materialism Research in Critical Marxist Theory/2015 - Bray - Rearticulating Contemporary Populism.pdf
497,497,2015,Castagno,Historical Materialism Research in Critical Marxist Theory,Inside Latinamericanism,article,Historical Materialism Research in Critical Marxist Theory/2015 - Castagno - Inside Latinamericanism.pdf
498,498,2016,Read,Historical Materialism Research in Critical Marxist Theory,Under Pressure,article,Historical Materialism Research in Critical Marxist Theory/2016 - Read - Under Pressure.pdf
499,499,2017,Melkonian,Historical Materialism Research in Critical Marxist Theory,Paradoxes of Plain Thinking,article,Historical Materialism Research in Critical Marxist Theory/2017 - Melkonian - Paradoxes of Plain Thinking.pdf
500,500,2019,Sotiris,Historical Materialism Research in Critical Marxist Theory,Is a ‘Left Populism’ Possible?,article,Historical Materialism Research in Critical Marxist Theory/2019 - Sotiris - Is a ‘Left Populism’ Possible.pdf
501,501,2016,Moore,Critical Review,Conspiracy and Conspiracy Theories in Democratic Politics,article,Critical Review/2016 -  Moore - Conspiracy and Conspiracy Theories in Democratic Politics.pdf
502,502,2018,Jacobs,Critical Review,The Dislocated Universe of Laclau and Mouffe: An Introduction to Post-Structuralist Discourse Theory,article,Critical Review/2018 - Jacobs - The Dislocated Universe of Laclau and Mouffe An Introduction to Post Structuralist Discourse Theory.pdf
503,503,2019,Appel,Critical Review,Can the EU Stop Eastern Europe's Illiberal Turn?,article,Critical Review/2019 -  Appel - Can the EU Stop Eastern Europe s Illiberal Turn.pdf
504,504,2019,Ochoa Espejo,Critical Review,The Border Wall as a Populist Challenge,article,Critical Review/2019 -  Ochoa Espejo - The Border Wall as a Populist Challenge.pdf
505,505,2019,Barndt,Critical Review,"Populism in America: Christopher Lasch, bell hooks, and the Persistence of Democratic Possibility",article,Critical Review/2019 - Barndt - Populism in America Christopher Lasch bell hooks and the Persistence of Democratic Possibility.pdf
506,506,2019,Friedman,Critical Review,Populists as Technocrats,article,Critical Review/2019 - Friedman - Populists as Technocrats.pdf
507,507,2019,"Hay, Benoît",Critical Review,"Brexit, Positional Populism, and the Declining Appeal of Valence Politics",article,"Critical Review/2019 - Hay, Benoît - Brexit Positional Populism and the Declining Appeal of Valence Politics.pdf"
508,508,2019,"Muravchik, Shields",Critical Review,Trump: New Populist or Old Democrat?,article,"Critical Review/2019 - Muravchik, Shields - Trump New Populist or Old Democrat.pdf"
509,509,2019,Wallace Goodman,Critical Review,"Liberal Democracy, National Identity Boundaries, and Populist Entry Points",article,Critical Review/2019 - Wallace Goodman - Liberal Democracy National Identity Boundaries and Populist Entry Points.pdf
510,510,2019,Yack,Critical Review,Of Scribes and Tribes: Progressive Politics and the Populist Challenge,article,Critical Review/2019 - Yack - Of Scribes and Tribes Progressive Politics and the Populist Challenge.pdf
511,511,2020,Elliott,Critical Review,"A Family Affair: Populism, Technocracy, and Political Epistemology",article,Critical Review/2020 - Elliott - A Family Affair Populism Technocracy and Political Epistemology.pdf
512,512,2011,DeCanio,Studies in American Political Development,Just Because You’re Paranoid Doesn’t Mean They Aren’t Out to Get You: Rejoinder to Bensel,article,Studies in American Political Development/2011 - DeCanio - Just Because You’re Paranoid Doesn´t Mean They Aren´t Out to Get You _Rejoinder to Bensel.pdf
513,513,2014,Rothstein,Studies in American Political Development,Macune’s Monopoly: Economic Law and the Legacy of Populism,article,Studies in American Political Development/2014 - Rothstein - Macune’s Monopoly_Economic Law and the Legacy of Populism.pdf
514,514,2013,Schou Tjalve,International Politics,"Realism, pragmatism and the public sphere: Restraining foreign policy in an age of mass politics",article,"International Politics/2013 - Schou Tjalve - Realism, pragmatism and the public sphere_Restraining foreign policy in an age of mass politics.pdf"
515,515,2017,Burgoon et al.,International Politics,"Globalization, domestic politics, and transatlantic relations",article,"International Politics/2017 - Burgoon et al. - Globalization, domestic politics, and transatlantic relations.pdf"
516,516,2017,De Jonquières,International Politics,The world turned upside down: the decline of the rulesbased international system and the rise of authoritarian nationalism,article,International Politics/2017 - De Jonquières - The world turned upside down_the decline of the rules-based international system and the rise of authoritarian nationalism.pdf
517,517,2017,Morgan,International Politics,"Taxing the powerful, the rise of populism and the crisis in Europe: the case for the EU Common Consolidated Corporate Tax Base",article,"International Politics/2017 - Morgan - Taxing the powerful, the rise of populism and the crisis in Europe_the case for the EU Common Consolidated Corporate Tax Base.pdf"
518,518,2020,"Cadier, Szulecki",International Politics,"Populism, historical discourse and foreign policy: the case of Poland’s Law and Justice government",article,"International Politics/2020 - Cadier, Szulecki - Populism, historical discourse and foreign policy_the case of Poland’s Law and Justice government.pdf"
519,519,2017,"Brunnbauer, Haslinger",Nationalities Papers The Journal of Nationalism and Ethnicity,Political mobilization in East Central Europe,article,"Nationalities Papers The Journal of Nationalism and Ethnicity/2017 - Brunnbauer, Haslinger - Political mobilization in East Central Europe.pdf"
520,520,2019,Stroschein,Nationalities Papers The Journal of Nationalism and Ethnicity,"Populism, Nationalism, and Party Politics",article,"Nationalities Papers The Journal of Nationalism and Ethnicity/2019 - Stroschein - Populism, Nationalism, and Party Politics.pdf"
521,521,2017,"Rhodes, Johnson",Presidential Studies Quarterly,"Welcoming Their Hatred: Class Populism inDemocratic Rhetoric in American PresidentialCampaigns, 1932–2012",article,"Presidential Studies Quarterly/2016 - Rhodes, Johnson - Welcoming Their Hatred  Class Populism in Democratic Rhetoric in American Presidential Campaigns 1932-2012 .pdf"
522,522,2019,Nai et al.,Presidential Studies Quarterly,"Donald Trump, Populism, and the Age of Extremes: Comparing the Personality Traits and Campaigning Styles of Trump and Other Leaders Worldwide",article,Presidential Studies Quarterly/2019 - Nai et al. - Donald Trump  Populism  and the Age of Extremes.pdf
523,523,2016,Brewer,Forum: A Journal of Applied Research in Contemporary Politics,Populism in American Politics,article,Forum A Journal of Applied Research in Contemporary Politics/2016 - Brewer - Populism in American Politics.pdf
