,year,authors,journal,title,type,pdf?,keywords,keywords_online?,notes,filepath
371,2018,"Storz, Bernauer",Swiss Political Science Review,Supply and Demand of Populism: A Quantitative Text Analysis of Cantonal SVP Manifestos,article,y,y,,,"['Swiss Political Science Review/2018 - Storz, Bernauer - Supply and Demand of Populism A Quantitative Text Analysis of Cantonal SVP Manifestos.pdf']"
372,2019,Bogaards et al.,Swiss Political Science Review,The Importance of Consociationalism for Twenty-First Century Politics and Political Science,article,y,y,,,['Swiss Political Science Review/2019 - Bogaards et al. - The Importance of Consociationalism for Twenty‐First Century Politics and Political Science.pdf']
373,2020,Altman,Swiss Political Science Review,Checking Executive Personalism: Collegial Governments and the Level of Democracy,article,y,y,,,['Swiss Political Science Review/2020 - Altman - Checking Executive Personalism  Collegial Governments and the Level of Democracy.pdf']
374,2016,"Huang, Terra",Economics & Politics,Exchange Rate Populism,article,y,y,,,"['Economics & Politics/2016 - Huang, Terra - Exchange Rate Populism.pdf']"
375,2014,"Aytaç, Öniş",Comparative Politics,Varieties of Populism in a Changing Global Context The Divergent Paths of Erdoğan and Kirchnerismo,article,y,y,y,,"['Comparative Politics/2014 - Aytaç, Öniş - Varieties of Populism in a Changing Global Context_The Divergent Paths of Erdogan and Kirchnerismo.pdf']"
376,2018,Fish,Comparative Politics,What Has Russia Become?,article,y,y,y,,['Comparative Politics/2018 - Fish - What Has Russia Become.pdf']
377,2019,Alberti,Comparative Politics,Populist Multiculturalism in the Andes: Balancing Political Control and Societal Autonomy,article,y,y,y,,['Comparative Politics/2019 - Alberti - Populist Multiculturalism in the Andes_Balancing Political Control and Societal Autonomy.pdf']
378,2019,Van Dyck,Comparative Politics,Why Not Anti-Populist Parties? Theory with Evidence from the Andes and Thailand,article,y,y,y,,['Comparative Politics/2019 - Van Dyck - Why Not Anti-Populist Parties_Evidence form the Andes and Thailand.pdf']
379,2017,Corduwener,European Political Science,research note: integrating contemporary populism with the history of democracy in Western Europe,article,y,y,,"nevim, jestli je to ok, když se jedná o debaty a taky nevim co se symposii",['European Political Science/2017 - Corduwener - research note_integrating contemporary populism with the history of democracy in Western Europe .pdf']
380,2019,Bobba,European Political Science,Social media populism_features and likeability of Lega Nord communication on Facebook,article,y,y,,,['European Political Science/2019 - Bobba -Social media populism_features and likeability of Lega Nord communication on Facebook.pdf']
381,2019,"Kioupkiolis, Pérez",European Political Science,Reflexive technopopulism: Podemos and the search for a new left-wing hegemony,article,y,y,,,"['European Political Science/2019 - Kioupkiolis, Pérez - Reflexive Technopopulism_Podemos and the search for a new left-wing hegemony.pdf']"
382,2020,Rios Millett McCartney,European Political Science,The rise of populism and teaching for democracy: our professional obligations,article,y,y,,,['European Political Science/2020 -  Rios Millett McCartney - The rise of populism and teaching for democracy.pdf']
383,2019,Salgado,European Political Science,Where´s populism? Online media and the diffusion of populist discourses and styles in Portugal,article,y,y,,,['European Political Science/2019 - Salgado - Where´s populism_Online media and the diffusion of populist discourses and styles in Portugal.pdf']
384,2019,"Salgado, Stavrakakis",European Political Science,Introduction: populist discourses and political communication in Southern Europe,article,y,y,,,"['European Political Science/2019 - Salgado, Stavrakakis - Introduction_populist discourses and political communication in Southern Europe.pdf']"
385,2019,"Stavrakakis, Katsambekis",European Political Science,The populism/anti-populism frontier and its mediation in crisis-ridden Greece: from discursive divide to emerging cleavage?,article,y,y,,,"['European Political Science/2019 - Stavrakakis, Katsambekis - The populism Anti-populism frontier and its mediation in crisis-ridden Greece_discursive divide to emerging cleavage.pdf']"
386,2020,"Blair, Stockemer",European Political Science,Teaching politics in an era of Trump,article,y,y,,,"['European Political Science/2020 - Blair, Stockemer - Teaching politics in an era of Trump.pdf']"
387,2020,Engeli,European Political Science,Gender and sexuality research in the age of populism: lessons for political science,article,y,y,,,['European Political Science/2020 - Engeli - Gender and sexuality research in the age of populism.pdf']
388,2018,Van Klinken,Citizenship Studies,Citizenship and local practices of rule in Indonesia,article,y,y,,,['Citizenship Studies/2018 - Van Klinken - Citizenship and local practices of rule in Indonesia.pdf']
389,2019,Jones,SURVIVAL,Populism in Europe: What Scholarship Tells Us,editorial,y,y,y,,['SURVIVAL/2019 - Jones - Populism in Europe_What Scholarship Tells Us.pdf']
390,2020,Miao,Contemporary Politics,Can China be populist? Grassroot populist narratives in the Chinese cyberspace,article,y,y,,,['Contemporary Politics/2020 - Miao - Can China be populist_Grassroot populist narratives in the Chinese cyberspace.pdf']
391,2017,"Pirro, van Kessel",Journal of European Integration,United in opposition? The populist radical right’s EU-pessimism in times of crisis,article,y,y,,,"['Journal of European Integration/2017 - Pirro, van Kessel - United in opposition The populist radical right s EU pessimism in times of crisis.pdf']"
392,2019,"Borriello, Brack",Journal of European Integration,"‘I want my sovereignty back!’ A comparative analysis of the populist discourses of Podemos, the 5 Star Movement, the FN and UKIP during the economic and migration crises",article,y,y,,,"['Journal of European Integration/2019 - Borriello, Brack - ‘I want my sovereignty back!’ A comparative analysis of the populist discourses of Podemos, the 5 Star Movement, the FN and UKIP .pdf']"
393,2014,Rooduijn,Nations and Nationalism,Vox populismus: a populist radical right attitude among the public?,article,y,y,,,['Nations and Nationalism/2014 - Rooduijn - Vox populismus  a populist radical right attitude among the public.pdf']
394,2017,Breuilly et al.,Nations and Nationalism,Editorial,editorial,y,y,,editorial nemá název - populism v textu,['Nations and Nationalism/2017 - Breuilly et al. - Editorial.pdf']
395,2018,"Stone, Christodoulaki",Nations and Nationalism,Nebulous nationalism: Walker Connor in an era of rising populism,article,y,y,,,"['Nations and Nationalism/2018 - Stone, Christodoulaki - Nebulous nationalism  Walker Connor in an era of rising populism.pdf']"
396,2019,Bonikowski et al.,Nations and Nationalism,Populism and nationalism in a comparative perspective: a scholarly exchange,article,y,y,,,['Nations and Nationalism/2019 - Bonikowski et al. - Populism and nationalism in a comparative perspective  a scholarly exchange.pdf']
397,2019,Breuilly et al.,Nations and Nationalism,Editorial,editorial,y,y,,editorial nemá název - populism v textu,['Nations and Nationalism/2017 - Breuilly et al. - Editorial.pdf']
398,2019,Brubaker,Nations and Nationalism,Populism and nationalism,article,y,y,,,['Nations and Nationalism/2019 - Brubaker - Populism and nationalism.pdf']
399,2020,"De Cleen, Stavrakakis",Nations and Nationalism,How should we analyze the connections between populism and nationalism: A response to Rogers rubaker,article,y,y,,,"['Nations and Nationalism/2020 - De Cleen, Stavrakakis - How should we analyze the connections between populism and nationalism  A.pdf']"
400,2013,"Rupnik, Zielonka",East European Politics and Societies,Introduction: The State of Democracy 20 Years on: Domestic and External Factors,article,y,y,,,"['East European Politics and Societies/2013 - Rupnik, Zielonka - Introduction_The State of Democracy 20 Years on_Domestic and External Factors.pdf']"
401,2014,Tismaneanu,East European Politics and Societies,Understanding 1989: The Revolutionary Tradition Revisited,article,y,y,,,['East European Politics and Societies/2014 - Tismaneanu - Understanding 1989_The Revolutionary Tradition Revisited.pdf']
402,2017,Buzalka,East European Politics and Societies,Post-peasant Memories Populist or Communist Nostalgia,article,y,y,,,['East European Politics and Societies/2017 - Buzalka - Post-peasant Memories_Populist or Communist Nostalgia.pdf']
403,2018,Stanley,East European Politics and Societies,A New Populist Divide? Correspondences of Supply and Demand in the 2015 Polish Parliamentary Elections,article,y,y,,,['East European Politics and Societies/2018 - Stanley - A New Populist Divide_Correspondences of Supply and Demand in the 2015 Polish Parliamentary Elections.pdf']
404,2019,"Kotwas, Kubik",East European Politics and Societies,Symbolic Thickening of Public Culture and the Rise of Right-Wing Populism in Poland,article,y,y,,,"['East European Politics and Societies/2019 - Kotwas, Kubik - Symbolic Thickening of Public Culture and the Rise of Right-Wing Populism in Poland.pdf']"
405,2019,Lewis,East European Politics and Societies,Introduction: Poland’s Wars of Symbols,article,y,y,,,['East European Politics and Societies/2019 - Lewis - Introduction_Poland’s Wars of Symbols.pdf']
406,2019,Van Eeden,East European Politics and Societies,"Discover, Instrumentalize, Monopolize: Fidesz’s Three-Step Blueprint for a Populist Take-over of Referendums",article,y,y,,,"['East European Politics and Societies/2019 - Van Eeden - Discover, Instrumentalize, Monopolize_Fidesz’s Three-Step Blueprint for a Populist Take-over of Referendums.pdf']"
407,2020,Bernhard et al.,East European Politics and Societies,Weasel Words and the Analysis of “Postcommunist” Politics: A Symposium,article,y,y,,,['East European Politics and Societies/2020 - Bernhard et al. - Weasel Words and the Analysis of “Postcommunist” Politics_A Symposium.pdf']
408,2020,"Petrova, Inglot",East European Politics and Societies,Introduction: Politics and Current Challenges of Demography in Central and Eastern Europe,article,y,y,,,"['East European Politics and Societies/2020 - Petrova, Inglot - Introduction_Politics and Current Challenges of Demography in Central and Eastern Europe.pdf']"
409,2020,Waterbury,East European Politics and Societies,"Populist Nationalism and the Challenges of Divided Nationhood: The Politics of Migration, Mobility, and Demography in Post-2010 Hungary",article,y,y,,,"['East European Politics and Societies/2020 - Waterbury -Populist Nationalism and the Challenges of Divided Nationhood_The Politics of Migration, Mobility, and Demography in Post-2010 Hungary.pdf']"
410,2012,Kuzio,Journal of Contemporary European Studies,Democratic Revolutions from a Different Angle: Social Populism and National Identity in Ukraine's 2004 Orange Revolution,article,y,y,,,['Journal of Contemporary European Studies/2012 - Kuzio - Democratic Revolutions from a Different Angle Social Populism and National Identity in Ukraine s 2004 Orange Revolution.pdf']
411,2013,"Fella, Ruzza",Journal of Contemporary European Studies,Populism and the Fall of the Centre-Right in Italy: The End of the Berlusconi Model or a New Beginning?,article,y,y,,,"['Journal of Contemporary European Studies/2013 -  Fella, Ruzza - Populism and the Fall of the Centre Right in Italy The End of the Berlusconi Model or a New Beginning.pdf']"
412,2013,Bale,Journal of Contemporary European Studies,More and More Restrictive—But Not Always Populist: Explaining Variation in the British Conservative Party's Stance on Immigration and Asylum,article,y,y,,,['Journal of Contemporary European Studies/2013 - Bale - More and More Restrictive But Not Always Populist Explaining Variation in the British Conservative Party s Stance on Immigration and Asylum.pdf']
413,2017,MacMillan,Journal of Contemporary European Studies,"Welcome to the carnival? Podemos, populism and Bakhtin’s carnivalesque",article,y,y,,,['Journal of Contemporary European Studies/2017 - MacMillan - Welcome to the carnival Podemos populism and Bakhtin s carnivalesque.pdf']
414,2018,"Sola, Rendueles",Journal of Contemporary European Studies,"Podemos, the upheaval of Spanish politics and the challenge of populism",article,y,y,,,"['Journal of European Integration/2019 - Borriello, Brack - ‘I want my sovereignty back!’ A comparative analysis of the populist discourses of Podemos, the 5 Star Movement, the FN and UKIP .pdf']"
415,2018,MacMillan,Journal of Contemporary European Studies,Reversing the Myth? Dystopian narratives of the EU in UKIP and front national discourse,article,y,y,,,['Journal of Contemporary European Studies/2018 - MacMillan - Reversing the Myth Dystopian narratives of the EU in UKIP and front national discourse.pdf']
416,2018,Palonen,Journal of Contemporary European Studies,Performing the nation: the Janus-faced populist foundations of illiberalism in Hungary,article,y,y,,,['Journal of Contemporary European Studies/2018 - Palonen - Performing the nation the Janus faced populist foundations of illiberalism in Hungary.pdf']
417,2018,Pirro,Journal of Contemporary European Studies,The polyvalent populism of the 5 Star Movement,article,y,y,,,['Journal of Contemporary European Studies/2018 - Pirro - The polyvalent populism of the 5 Star Movement.pdf']
418,2019,Ribera Payá,Journal of Contemporary European Studies,Measuring Populism in Spain: content and discourse analysis of Spanish Political Parties,article,y,y,,,['Journal of Contemporary European Studies/2019 - Ribera Payá - Measuring Populism in Spain content and discourse analysis of Spanish Political Parties.pdf']
419,2019,Yilmaz,Journal of Contemporary European Studies,Post-truth politics in the 2017 Euro-Turkish crisis,article,y,y,,,['Journal of Contemporary European Studies/2019 - Yilmaz - Post truth politics in the 2017 Euro Turkish crisis.pdf']
420,2020,Diesen,Journal of Contemporary European Studies,Russia as an international conservative power: the rise of the right-wing populists and their affinity towards Russia,article,y,y,,,['Journal of Contemporary European Studies/2020 - Diesen - Russia as an international conservative power the rise of the right wing populists and their affinity towards Russia.pdf']
421,2020,Vampa,Journal of Contemporary European Studies,Competing forms of populism and territorial politics: the cases of Vox and Podemos in Spain,article,y,y,,,['Journal of Contemporary European Studies/2020 - Vampa - Competing forms of populism and territorial politics the cases of Vox and Podemos in Spain.pdf']
422,2014,van Kessel,Journal of Political Ideologies,The populist cat-dog: applying the concept of populism to contemporary European party systems,article,y,y,,,['Journal of Political Ideologies/2014 -  van Kessel - The populist cat dog applying the concept of populism to contemporary European party systems.pdf']
423,2014,"Stavrakakis, Katsambekis",Journal of Political Ideologies,Left-wing populism in the European periphery: the case of SYRIZA,article,y,y,,,"['Journal of Political Ideologies/2014 - Stavrakakis, Katsambekis - Left wing populism in the European periphery the case of SYRIZA.pdf']"
424,2015,Filc,Journal of Political Ideologies,Latin American inclusive and European exclusionary populism: colonialism as an explanation,article,y,y,,,['Journal of Political Ideologies/2015 - Filc - Latin American inclusive and European exclusionary populism colonialism as an explanation.pdf']
425,2015,Poblete,Journal of Political Ideologies,How to assess populist discourse through three current approaches,article,y,y,,,['Journal of Political Ideologies/2015 - Poblete - How to assess populist discourse through three current approaches.pdf']
426,2016,de la Torre,Journal of Political Ideologies,Populism and the politics of the extraordinary in Latin America,article,y,y,,,['Journal of Political Ideologies/2016 - de la Torre - Populism and the politics of the extraordinary in Latin America.pdf']
427,2016,Enyedi,Journal of Political Ideologies,Paternalist populism and illiberal elitism in Central Europe,article,y,y,,,['Journal of Political Ideologies/2016 - Enyedi - Paternalist populism and illiberal elitism in Central Europe.pdf']
428,2016,Kioupkiolis,Journal of Political Ideologies,Podemos: the ambiguous promises of left-wing populism in contemporary Spain,article,y,y,,,['Journal of Political Ideologies/2016 - Kioupkiolis - Podemos the ambiguous promises of left wing populism in contemporary Spain.pdf']
429,2017,Kenny,Journal of Political Ideologies,Back to the populist future?: understanding nostalgia in contemporary ideological discourse,article,y,y,,,['Journal of Political Ideologies/2017 -  Kenny - Back to the populist future understanding nostalgia in contemporary ideological discourse.pdf']
430,2017,Johnson,Journal of Political Ideologies,In search of a leftist democratic imaginary: what can theories of populism tell us?,article,y,y,,,['Journal of Political Ideologies/2017 - Johnson - In search of a leftist democratic imaginary what can theories of populism tell us.pdf']
431,2018,Elmgren,Journal of Political Ideologies,The double-edged sword: the political appropriation of the concept of populism,article,y,y,,,['Journal of Political Ideologies/2018 - Elmgren - The double edged sword the political appropriation of the concept of populism.pdf']
432,2019,Laycock,Journal of Political Ideologies,"Tax revolts, direct democracy and representation: populist politics in the US and Canada",article,y,y,,,['Journal of Political Ideologies/2019 - Laycock - Tax revolts direct democracy and representation populist politics in the US and Canada.pdf']
433,2020,"Dean, Maiguashca",Journal of Political Ideologies,Did somebody say populism? Towards a renewal and reorientation of populism studies,article,y,y,,,"['Journal of Political Ideologies/2020 - Dean, Maiguashca - Did somebody say populism Towards a renewal and reorientation of populism studies.pdf']"
434,2020,"Drolet, Williams",Journal of Political Ideologies,America first: paleoconservatism and the ideological struggle for the American right,article,y,y,,,"['Journal of Political Ideologies/2020 - Drolet, Williams - America first paleoconservatism and the ideological struggle for the American right.pdf']"
435,2020,Göpffarth,Journal of Political Ideologies,Rethinking the German nation as German Dasein: intellectuals and Heidegger’s philosophy in contemporary German New Right nationalism,article,y,y,,,['Journal of Political Ideologies/2020 - Göpffarth - Rethinking the German nation as German Dasein intellectuals and Heidegger s philosophy in contemporary German New Right nationalism.pdf']
436,2020,Sørensen,Journal of Political Ideologies,Right-wing Euroscepticism and populism: investigating the concept of ‘the people’,article,y,y,,,['Journal of Political Ideologies/2020 - Sørensen - Right wing Euroscepticism and populism investigating the concept of the people.pdf']
437,2012,Vatter,Contemporary Political Theory,The quarrel between populism and republicanis,article,y,y,,,['Contemporary Political Theory/2012 - Vatter - The quarrel between populism and republicanism_Machiavelli and the antinomies of plebeian politics.pdf']
438,2018,Stavrakakis et al.,Contemporary Political Theory,"Populism, anti-populism and crisis",article,y,y,,,"['Contemporary Political Theory/2018 - Stavrakakis et al. - Populism, anti-populism and crisis.pdf']"
439,2020,Kim,Contemporary Political Theory,"Radical democracy and left populism after the squares: ‘Social Movement’ (Ukraine), Podemos (Spain), and the question of organization",article,y,y,,,"['Contemporary Political Theory/2020 - Kim - Radical democracy and left populism after the squares_‘Social Movement’ (Ukraine), Podemos (Spain), and the question of organization.pdf']"
440,2020,Peetz,Contemporary Political Theory,Legitimacy as a zero-sum game: Presidential populism and the performative success of the unauthorized outsider,article,y,y,,,['Contemporary Political Theory/2020 - Peetz - Legitimacy as a zero-sum game_Presidential populism and the performative success of the unauthorized outsider.pdf']
441,2018,von Holdt,Review of African Political Economy,South Africa: the transition to violent democracy,article,y,y,,,['Review of African Political Economy/2013 - von Holdt - South Africa the transition to violent democracy.pdf']
442,2013,Melber,Review of African Political Economy,Populism in Southern Africa under liberation movements as governments,article,y,y,,,['Review of African Political Economy/2018 - Melber - Populism in Southern Africa under liberation movements as governments.pdf']
443,2020,Hix,Irish Political Studies,Remaking democracy: Ireland as a role-model the 2019 Peter Mair lecture,article,y,y,,,['Irish Political Studies/2020 - Hix - Remaking democracy Ireland as a role-model the 2019 Peter Mair lecture.pdf']
444,2019,Young et al.,Social Science Quarterly,Explaining Trump’s Popular Support: Validation of a Nativism Index,article,y,y,,,['Social Science Quarterly/2019 - Young et al. - Explaining Trump s Popular Support  Validation of a Nativism Index.pdf']
445,2020,"Guan, Yang",Social Science Quarterly,Diversifying Conspiracy Beliefs and Populist Ideologies in the Chinese Context,article,y,y,,,"['Social Science Quarterly/2020 - Guan, Yang - Diversifying Conspiracy Beliefs and Populist Ideologies in the Chinese Context.pdf']"
446,2019,Patapan,Canadian Journal of Political Science/Revue canadienne de science politique,On Populists and Demagogues,article,y,y,,,['Canadian Journal of Political Science Revue canadienne de science politique/2019 - Patapan - On Populists and Demagogues.pdf']
447,2014,Wear,Australian Journal of Political Science,Astroturf and populism in Australia: The Convoy of No Confidence,article,ano,y,,,['Australian Journal of Political Science/2014 - Wear - Astroturf and populism in Australia The Convoy of No Confidence.pdf']
448,2019,Maddox,Australian Journal of Political Science,"Karl Loewenstein, Max Lerner, and militant democracy: an appeal to ‘strong democracy",article,ano,y,,,['Australian Journal of Political Science/2019 - Maggox - Karl Loewenstein Max Lerner and militant democracy an appeal to strong democracy.pdf']
449,2012,"Crozier, Little",Australian Journal of Political Science,Democratic Voice: Popular Sovereignty in Conditions of Pluralisation,article,ano,y,,,"['Australian Journal of Political Science/2012 - Crozier, Little - Democratic Voice Popular Sovereignty in Conditions of Pluralisation.pdf']"
450,2020,"Head, Banerjee",Australian Journal of Political Science,Policy expertise and use of evidence in a populist era,article,ano,y,,,"['Australian Journal of Political Science/2020 - Head, Banerjee - Policy expertise and use of evidence in a populist era.pdf']"
451,2011,Motta,Latin American Perspectives,Populism’s Achilles’ Heel: Popular Democracy beyond the Liberal State and the Market Economy in Venezuela,article,y,y,,,['Latin American Perspectives/2011 - Motta - Populism’s Achilles’ Heel.pdf']
452,2013,Becker,Latin American Perspectives,The Stormy Relations between Rafael Correa and Social Movements in Ecuador,article,y,y,,,['Latin American Perspectives/2013 - Becker - The Stormy Relations between Rafael Correa and Social Movements in Ecuador.pdf']
453,2014,Brading,Latin American Perspectives,From Passive to Radical Revolution in Venezuela’s Populist Project,article,y,y,,,['Latin American Perspectives/2014 - Brading - From Passive to Radical Revolution in Venezuela’s Populist Project.pdf']
454,2018,"Becerra, Wagner",Latin American Perspectives,Crisis of Representation and New Media Policies in Latin America,article,y,y,,,"['Latin American Perspectives/2018 - Becerra, Wagner - Crisis of Representation and New Media Policies in Latin America.pdf']"
455,2018,Goldstein,Latin American Perspectives,The Press and Classical Populism in Argentina and Brazil,article,y,y,,,['Latin American Perspectives/2018 - Goldstein - The Press and Classical Populism in Argentina and Brazil.pdf']
456,2019,Ellner,Latin American Perspectives,Class Strategies in Chavista Venezuela: Pragmatic and Populist Policies in a Broader Context,article,y,y,,,['Latin American Perspectives/2019 - Ellner - Class Strategies in Chavista Venezuela_Pragmatic and Populist Policies in a Broader Context.pdf']
457,2020,Boito,Latin American Perspectives,"Lulism, Populism, and Bonapartism",article,y,y,,,"['Latin American Perspectives/2020 - Boito - Lulism, Populism, and Bonapartism.pdf']"
458,2020,Monedero,Latin American Perspectives,"Postdemocracy, Postpolitics, and Populism: Fresh Political Thinking and Podemos",article,y,y,,,"['Latin American Perspectives/2020 - Monedero - Postdemocracy, Postpolitics, and Populism.pdf']"
459,2011,Stanley,Communist and Post-Communist Studies,"Populism, nationalism, or national populism? An analysis of Slovak voting behaviour at the 2010 parliamentary election",article,y,y,,,"['Communist and Post-Communist Studies/2011 - Stanley - Populism, nationalism, or national populism_An analysis of Slovak voting behaviour at the 2010 parliamentary election.pdf']"
460,2012,Worger,Communist and Post-Communist Studies,A mad crowd: Skinhead youth and the rise of nationalism in post-communist Russia,article,y,y,,,['Communist and Post-Communist Studies/2012 - Worger - A mad crowd_Skinhead youth and the rise of nationalism in post-communist Russia.pdf']
461,2016,"Kluknavská, Smolík",Communist and Post-Communist Studies,We hate them all? Issue adaptation of extreme right parties in Slovakia 1993-2016,article,y,y,,,"['Communist and Post-Communist Studies/2016 - Kluknavská, Smolík - We hate them all. Issue adaptation of extreme right parties in Slovakia 1993-2016.pdf']"
462,2020,Schoenman,Communist and Post-Communist Studies,Old Wine in New Bottles? New Parties and Policy Responses to the Great Financial Crisis in the Balkans,article,n,y,,NEJDE STÁHNOUT - NEMÁM PŘÍSTUP,"['Political Studies/2020 - Geurkink et al. - Populist Attitudes, Political Trust, and External Political Efficacy_Old Wine in New Bottles.pdf']"
463,2015,Dostal,The Political Quarterly,The Pegida Movement and German Political Culture: Is Right-Wing Populism Here to Stay?,article,y,y,,,['The Political Quarterly/2015 - Dostal - The Pegida Movement and German Political Culture  Is Right‐Wing Populism Here to Stay.pdf']
464,2016,Bogdanor,The Political Quarterly,The British General Election of 2015 and the Rise of the Meritocracy,article,y,y,,,['The Political Quarterly/2016 - Bogdanor - The British General Election of 2015 and the Rise of the Meritocracy.pdf']
465,2016,Crouch,The Political Quarterly,"The March Towards Post-Democracy, Ten Years On",article,y,y,,,['The Political Quarterly/2016 - Crouch - The March Towards Post‐Democracy  Ten Years On.pdf']
466,2017,Hain,The Political Quarterly,Signposts to the 2020s,article,y,y,,,['The Political Quarterly/2017 - Hain - Signposts to the 2020s.pdf']
467,2017,Katsambekis,The Political Quarterly,The Populist Surge in Post-Democratic Times: Theoretical and Political Challenges,article,y,y,,,['The Political Quarterly/2017 - Katsambekis - The Populist Surge in Post‐Democratic Times  Theoretical and Political Challenges.pdf']
468,2017,Yarrow,The Political Quarterly,Progressive Responses to Populism: A Polanyian Critique of Liberal Discourse,article,y,y,,,['The Political Quarterly/2017 - Yarrow - Progressive Responses to Populism  A Polanyian Critique of Liberal Discourse.pdf']
469,2018,Hampshire,The Political Quarterly,The Measure of a Nation,article,y,y,,,['The Political Quarterly/2018 - Hampshire - The Measure of a Nation.pdf']
470,2018,"Jacobson, Hough",The Political Quarterly,Missed Opportunities and New Risks: Penal Policy in England and Wales in the Past Twenty-Five Years,article,y,y,,,"['The Political Quarterly/2018 - Jacobson, Hough - Missed Opportunities and New Risks  Penal Policy in England and Wales in the Past Twenty-Five Years.pdf']"
471,2018,Richardson,The Political Quarterly,Brexit: The EU Policy-Making State Hits the Populist Buffers,article,y,y,,,['The Political Quarterly/2018 - Richardson - Brexit  The EU Policy‐Making State Hits the Populist Buffers.pdf']
472,2018,Sandbrook,The Political Quarterly,"‘Enoch Powell Speaks for Britain’: The Press, the Public and the Speech",article,y,y,,,['The Political Quarterly/2018 - Sandbrook - Enoch Powell Speaks for Britain   The Press  the Public and the Speech.pdf']
473,2019,"Dennison, Geddes",The Political Quarterly,A Rising Tide? The Salience of Immigration and the Rise of Anti-Immigration Political Parties in Western Europe,article,y,y,,,"['The Political Quarterly/2019 - Dennison, Geddes - A Rising Tide  The Salience of Immigration and the Rise of Anti‐Immigration Political Parties in.pdf']"
474,2019,Edwards,The Political Quarterly,"O, The Roast Beef of Old England! Brexit and Gastronationalism",article,y,y,,,['The Political Quarterly/2019 - Edwards - O  The Roast Beef of Old England  Brexit and Gastronationalism.pdf']
475,2019,Kassimeris,The Political Quarterly,Greek Everyman: Andreas Papandreou at 100,article,y,y,,,['The Political Quarterly/2019 - Kassimeris - Greek Everyman  Andreas Papandreou at 100.pdf']
476,2019,Nandy,The Political Quarterly,What the Age of Populism Means for Our Liberal Democracy,article,y,y,,,['The Political Quarterly/2019 - Nandy - What the Age of Populism Means for Our Liberal Democracy.pdf']
477,2020,"Civil, Himsworth",The Political Quarterly,Introduction: Meritocracy in Perspective. The Rise of the Meritocracy 60 Years On,article,y,y,,,"['The Political Quarterly/2020 - Civil, Himsworth - Introduction  Meritocracy in Perspective The Rise of the Meritocracy 60 Years On.pdf']"
478,2020,Jäger,The Political Quarterly,"Populists, Producers and the Politics of Rentiership",article,y,y,,,['The Political Quarterly/2020 - Jäger - Populists  Producers and the Politics of Rentiership.pdf']
479,2020,Pitts,The Political Quarterly,"The Multitude and the Machine: Productivism, Populism, Posthumanism",article,y,y,,,['The Political Quarterly/2020 - Pitts - The Multitude and the Machine  Productivism  Populism  Posthumanism.pdf']
480,2020,Semple,The Political Quarterly,Welfare-Consequentialism: A Vaccine for Populism?,article,y,y,,,['The Political Quarterly/2020 - Semple - Welfare‐Consequentialism  A Vaccine for Populism.pdf']
481,2020,Weisskircher,The Political Quarterly,The Strength of Far-Right AfD in Eastern Germany: The East-West Divide and the Multiple Causes behind ‘Populism’,article,y,y,,,['The Political Quarterly/2020 - Weisskircher - The Strength of Far‐Right AfD in Eastern Germany  The East‐West Divide and the multiple causes behind populism.pdf']
482,2020,"Zulianello, Ceccobelli",The Political Quarterly,Don’t Call it Climate Populism: On Greta Thunberg’s Technocratic Ecocentrism,article,y,y,,,"['The Political Quarterly/2020 - Zulianello, Ceccobelli - Don t Call it Climate Populism  On Greta Thunberg s Technocratic Ecocentrism.pdf']"
483,2019,Berman,Polity,"Populism is a Symptom Rather than a Cause: Democratic Disconnect, the Decline of the Center-Left, and the Rise of Populism in Western Europe",article,y,y,,,['Polity/2019 - Berman - Populism is a Symptom Rather than a Cause.pdf']
484,2019,Grant,Polity,Justifying Constituent Power in an Age of Populism,article,y,y,,,['Polity/2019 - Grant - Justifying Constituent Power in an Age of Populism.pdf']
485,2019,Grzymala-Busse,Polity,Conclusion: The Global Forces of Populism,article,y,y,,,['Polity/2019 - Grzymala-Busse - Conclusion_The Global Forces of Populism.pdf']
486,2019,Grzymala-Busse,Polity,How Populists Rule: The Consequences for Democratic Governance,article,y,y,,,['Polity/2019 - Grzymala-Busse - How Populists Rule_The Consequences for Democratic Governance.pdf']
487,2019,Grzymala-Busse,Polity,Introduciton,article,y,y,,,['Polity/2019 - Grzymala-Busse - Introduction .pdf']
488,2019,Lynch,Polity,"Populism, Partisan Convergence, and Mobilization in Western Europe",article,y,y,,,"['Polity/2019 - Lynch - Populism, Partisan Convergence, and Mobilization.pdf']"
489,2019,McNamara,Polity,When the Banal Becomes Political: The European Union in the Age of Populism,article,y,y,,,['Polity/2019 - McNamara - When the Banal Becomes Political_The European Union in the Age of Populism .pdf']
490,2019,Vachudova,Polity,From Competition to Polarization in Central Europe: How Populists Change Party Systems and the European Union,article,y,y,,,['Polity/2019 - Vachudova - From Competition to Polarization in Central Europe_How Populists Change Party Systems and the European Union.pdf']
491,2013,Zúquete,"Politics, Religion & Ideology",On Top of the Volcano: Missionary Politics in the Twenty-first Century,article,y,y,,,"['Politics, Religion & Ideology/2013 - Zúquete - On Top of the Volcano Missionary Politics in the Twenty first Century.pdf']"
492,2019,Shorten,"Politics, Religion & Ideology",Why Bad Books Matter: Past and Future Directions for Understanding Reactionary Ideology,article,y,y,,,"['Politics, Religion & Ideology/2019 - Shorten - Why Bad Books Matter Past and Future Directions for Understanding Reactionary Ideology.pdf']"
